label,message,label_encoded,clean_message
ham,We're finally ready fyi,0,were finally ready fyi
ham,Auntie huai juan never pick up her phone,0,auntie huai juan never pick up her phone
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,1,double mins double txt price linerental on latest orange bluetooth mobiles call mobileupd for the very latest offers or calloptoutlf
ham,"Ya tel, wats ur problem..",0,ya tel wats ur problem
ham,i dnt wnt to tlk wid u,0,i dnt wnt to tlk wid u
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",0,we spend our days waiting for the ideal path to appear in front of us but what we forget is paths are made by walking not by waiting goodnight
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,0,its ok my arm is feeling weak cuz i got a shot so we can go another time
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,0,please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday evei already see in netno ticket availablei want to book ticket through tackle
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",0,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello its d name of a girl yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone moralone can get d name of a person bt not his girlfrnd g o o d n i g h t
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,0,thats ok i popped in to ask bout something and she said youd been in are you around tonght wen this girl comes
ham,All e best 4 ur exam later.,0,all e best ur exam later
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,0,hope ur head doesnt hurt much am ploughing my way through a pile of ironing staying in with a chinky tonight come round if you like
ham,Oh k.i think most of wi and nz players unsold.,0,oh ki think most of wi and nz players unsold
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",0,haha where got so fast lose weight thk muz go a month den got effect geelater we go aust put bk e weight
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",0,i wonder how you got online my love had you gone to the net cafe did you get your phone recharged were you on a friends net i think of you boytoy
ham,"Haha just kidding, papa needs drugs",0,haha just kidding papa needs drugs
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",0,thk shld b can ya i wana go lessons haha can go for one whole stretch
ham,Oh ok..,0,oh ok
ham,R we still meeting 4 dinner tonight?,0,r we still meeting dinner tonight
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,0,thats cool i am a gentleman and will treat you with dignity and respect
ham,Shall i start from hear.,0,shall i start from hear
ham,Then we wait 4 u lor... No need 2 feel bad lar...,0,then we wait u lor no need feel bad lar
ham,No did you check? I got his detailed message now,0,no did you check i got his detailed message now
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,0,you have registered sinco as payee log in at icicibankcom and enter urn ltgt to confirm beware of frauds do not share or disclose urn to anyone
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",0,no i decided that only people who care about stuff vote and caring about stuff is for losers
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,0,kaiez enjoy ur tuition gee thk e second option sounds beta ill go yan jiu den msg u
ham,cool. We will have fun practicing making babies!,0,cool we will have fun practicing making babies
ham,Actually getting ready to leave the house.,0,actually getting ready to leave the house
ham,K..k..any special today?,0,kkany special today
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",1,urgent important information for o user today is your lucky day find out why log onto there is a fantastic surprise awaiting for you
ham,Then we gotta do it after that,0,then we gotta do it after that
ham,"I've got ten bucks, jay is being noncomittal",0,ive got ten bucks jay is being noncomittal
ham,Where at were hungry too,0,where at were hungry too
ham,Pls speak to that customer machan.,0,pls speak to that customer machan
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true goodnite amp sweet dreams
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,1,dear uve been invited to xchat this is our final attempt to contact u txt chat to pmsgrcvdhgsuitelandsrowwjhl ldn yrs
ham,So wats ur opinion abt him and how abt is character?,0,so wats ur opinion abt him and how abt is character
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,0,jay is snickering and tells me that x is totally fucking up the chords as we speak
ham,No..few hours before.went to hair cut .,0,nofew hours beforewent to hair cut
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,0,no wonder cos i dun rem seeing a silver car but i thk i saw a black one
ham,Lmao. Take a pic and send it to me.,0,lmao take a pic and send it to me
ham,Speak only when you feel your words are better than the silence... Gud mrng:-),0,speak only when you feel your words are better than the silence gud mrng
ham,No. She's currently in scotland for that.,0,no shes currently in scotland for that
ham,Do you work all this week ?,0,do you work all this week
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,1,congratulations ur awarded either of cd gift vouchers free entry our weekly draw txt music to tncs winppmxage
ham,Lol great now im getting hungry.,0,lol great now im getting hungry
ham,Yes.. now only saw your message..,0,yes now only saw your message
ham,I'll be at mu in like  &lt;#&gt;  seconds,0,ill be at mu in like ltgt seconds
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,0,thing r good thanx got exams in march ive done no revision is fran still with boyf ive gotta interviw exeter bit worriedx
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",0,tell you what if you make a little spreadsheet and track whose idea it was to smoke to determine who smokes too much for the entire month of february ill come up
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,1,for sale arsenal dartboard good condition but no doubles or trebles
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,0,dont look back at the building because you have no coat and i dont want you to get more sick just hurry home and wear a coat to the gym
ham,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",0,my painful personal thought i always try to keep everybody happy all the time but nobody recognises me when i am alone
ham,Thanks for ve lovely wisheds. You rock,0,thanks for ve lovely wisheds you rock
ham,You intrepid duo you! Have a great time and see you both soon. ,0,you intrepid duo you have a great time and see you both soon
ham,I asked sen to come chennai and search for job.,0,i asked sen to come chennai and search for job
ham,Dad went out oredi... ,0,dad went out oredi
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",0,i jus hope its true that missin me cos im really missin him you havent done anything to feel guilty about yet
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,0,wat so late still early mah or we juz go dinner lor aiya i dunno
ham,"Arms fine, how's Cardiff and uni? ",0,arms fine hows cardiff and uni
ham,In fact when do you leave? I think addie goes back to school tues or wed,0,in fact when do you leave i think addie goes back to school tues or wed
ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",0,cool breeze bright sun fresh flower twittering birds all these waiting to wish u goodmorning amp have a nice day
ham,Ya:)going for restaurant..,0,yagoing for restaurant
ham,"Its ok., i just askd did u knw tht no?",0,its ok i just askd did u knw tht no
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,1,free st week entry textpod a chance win gb ipod or cash every wk txt pod to tscs custcare
ham,Those ducking chinchillas,0,those ducking chinchillas
ham,I am in a marriage function,0,i am in a marriage function
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,0,looks like u wil b getting a headstart im leaving here bout ish but if u r desperate for my company i could head in earlierwe were goin to meet in rummer
ham,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,0,dont give a flying monkeys wot they think and i certainly dont mind any friend of mine and all that
spam,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,1,as a registered optin subscriber ur draw gift voucher will be entered on receipt of a correct ans to whats no in the bbc charts
ham,say thanks2. ,0,say thanks
ham,Msg me when rajini comes.,0,msg me when rajini comes
ham,Ya! when are ü taking ure practical lessons? I start in june..  ,0,ya when are taking ure practical lessons i start in june
ham,"That's good, because I need drugs",0,thats good because i need drugs
ham,Stupid.its not possible,0,stupidits not possible
ham,Can ü all decide faster cos my sis going home liao..,0,can all decide faster cos my sis going home liao
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,1,summers finally here fancy a chat or flirt with sexy singles in yr area to get matched up just reply summer now free join optout txt stop help
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,0,u sleeping now or you going to take haha i got spys wat me online checking n replying mails lor
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,1,claire here am havin borin time am now alone u wanna cum over nite chat now hope c u luv claire xx callsminmoremobsemspoboxpowa
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,1,bought one ringtone and now getting texts costing pound offering more tones etc
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",0,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae so lyf is nt yet ovr chikkuali vargu lyfu meow meowd
ham,Kinda. First one gets in at twelve! Aah. Speak tomo,0,kinda first one gets in at twelve aah speak tomo
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1,urgent your mobile no xxxxxxxxx won a bonus caller prize on this is the nd attempt to reach you call asap
ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,0,ok good then i later come find c lucky i told to go earlier later pple take finish no more again
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,0,wat makes u thk ill fall down but actually i thk im quite prone falls lucky my dad at home i ask him come n fetch me already
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",1,you are guaranteed the latests nokia phone a gb ipod mp player or a prize txt wordcollect to no tcllc nyusa pmt msgrcvd
ham,I wont touch you with out your permission.,0,i wont touch you with out your permission
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,1,hi its lucy hubby at meetins all day fri i will b alone at hotel u fancy cumin over pls leave msg day lucy x callsminmobsmorelkpoboxhpfl
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0,wonders in my world th you th ur style th ur smile th ur personality rd ur nature nd ur sms and st ur lovely friendship good morning dear
ham,Take some small dose tablet for fever,0,take some small dose tablet for fever
ham,Oh. U must have taken your REAL Valentine out shopping first.,0,oh u must have taken your real valentine out shopping first
ham,"Just sent you an email – to an address with incomm in it, is that right?",0,just sent you an email to an address with incomm in it is that right
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",0,will do you gonna be at blakes all night i might be able to get out of here a little early
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",0,friendship is not a game to play it is not a word to say it doesnt start on march and ends on may it is tomorrow yesterday today and e
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",0,nice waitshould you be texting right now im not gonna pay your ticket ya know
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,0,im watching lotr w my sis dis aft so u wan meet me dinner at nite a not
ham,Why you keeping me away like this,0,why you keeping me away like this
ham,I think its far more than that but find out. Check google maps for a place from your dorm.,0,i think its far more than that but find out check google maps for a place from your dorm
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,0,my trip was ok but quite tiring lor uni starts today but its ok me cos im not taking any modules but jus concentrating on my final yr project
ham,Have you always been saying welp?,0,have you always been saying welp
ham,"I'm a guy, browsin is compulsory",0,im a guy browsin is compulsory
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,0,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng musthu
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",0,i should add that i dont really care and if you cant i can at least get this dude to fuck off but hey your money if you want it
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",0,hello lover how goes that new job are you there now are you happy do you think of me i wake my slave and send you a teasing kiss from across the sea
ham,I told your number to gautham..,0,i told your number to gautham
ham,Tell them no need to investigate about me anywhere.,0,tell them no need to investigate about me anywhere
ham,Ok i juz receive..,0,ok i juz receive
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",0,cant believe i said so many things to you this morning when all i really wanted to say was good morning i love you have a beautiful morning see you in the library later
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",1,your account has been credited with free text messages to activate just txt the word credit to no tcs
ham,In the end she might still vomit but its okay. Not everything will come out.,0,in the end she might still vomit but its okay not everything will come out
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!,0,how are you with moneyas in to youmoney aint a thinghow are you sha
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,0,it has everything to do with the weather keep extra warm its a cold but nothing serious pls lots of vitamin c
ham,Hey gals.. Anyone of u going down to e driving centre tmr?,0,hey gals anyone of u going down to e driving centre tmr
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,0,im always on yahoo messenger now just send the message to me and ill get it you may have to send it in the mobile mode sha but ill get it and will reply
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,0,im putting it on now it should be ready for lttimegt
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",0,time n smile r the two crucial things in our life sometimes time makes us to forget smile and sometimes someones smile makes us to forget time gud noon
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",1,sms ac jsco energy is high but u may not know where channel it day ur leadership skills r strong psychic reply ans wquestion end reply end jsco
ham,Host-based IDPS for linux systems.,0,hostbased idps for linux systems
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,hot live fantasies call now just p per min ntt ltd po box croydon cr wb is a national rate call
ham,Don no da:)whats you plan?,0,don no dawhats you plan
ham,Ill be there on  &lt;#&gt;  ok.,0,ill be there on ltgt ok
ham,Oh my God. I'm almost home,0,oh my god im almost home
ham,Total video converter free download type this in google search:),0,total video converter free download type this in google search
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,1,thanks for the vote now sing along with the stars with karaoke on your mobile for a free link just reply with sing now
ham,Sounds like something that someone testing me would sayy,0,sounds like something that someone testing me would sayy
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,0,when u love someone dont make them to love u as much as u do but love them so much that they dont want to be loved by anyone except you gud nit
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",0,peteis this your phone still its jenny from college and leannewhat are you up to now
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,0,oops sorry just to check that you dont mind picking me up tomo at half eight from station would that be ok
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",0,hey sweet i was wondering when you had a moment if you might come to me i want to send a file to someone but it wont go over yahoo for them because their connection sucks remember when you set up that page for me to go to and download the format disc could you tell me how to do that or do you know some other way to download big files because they can download stuff directly from the internet any help would be great my prey teasing kiss
ham,Hows the champ just leaving glasgow!,0,hows the champ just leaving glasgow
ham,K:)all the best:)congrats...,0,kall the bestcongrats
ham,I wonder if you'll get this text?,0,i wonder if youll get this text
ham,I need to come home and give you some good lovin...,0,i need to come home and give you some good lovin
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,1,our brand new mobile music service is now live the free music player will arrive shortly just install on your phone to browse content from the top artists
ham,Shall i ask one thing if you dont mistake me.,0,shall i ask one thing if you dont mistake me
ham,Check wid corect speling i.e. Sarcasm,0,check wid corect speling ie sarcasm
spam,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",1,urgent your mobile no was awarded a bonus caller prize on this is our nd attempt to contact you call boxqu bt national rate
ham,Are you angry with me. What happen dear,0,are you angry with me what happen dear
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,0,i thk u dun haf hint in e forum already lor cos i told ron n darren is going tell shuhui
ham,Yup ok thanx...,0,yup ok thanx
ham,Hi:)cts employee how are you?,0,hicts employee how are you
ham,Pls pls find out from aunt nike.,0,pls pls find out from aunt nike
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",0,wow i love you sooo much you know i can barely stand it i wonder how your day goes and if you are well my love i think of you and miss you
ham,No screaming means shouting..,0,no screaming means shouting
ham,Hey what happen de. Are you alright.,0,hey what happen de are you alright
ham,Should I have picked up a receipt or something earlier,0,should i have picked up a receipt or something earlier
ham,I think chennai well settled?,0,i think chennai well settled
ham,Oh dang! I didn't mean o send that to you! Lol!,0,oh dang i didnt mean o send that to you lol
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,0,unfortunately ive just found out that we have to pick my sister up from the airport that evening so dont think ill be going out at all we should try to go out one of th
ham,Horrible bf... I now v hungry...,0,horrible bf i now v hungry
ham,Remember on that day..,0,remember on that day
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,you have won a nokia i this is what you get when you win our free auction to take part send nokia to now hgsuitelands rowwjhl
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,0,hows it feel mr your not my real valentine just my yo valentine even tho u hardly play
ham,All sounds good. Fingers . Makes it difficult to type,0,all sounds good fingers makes it difficult to type
ham,Midnight at the earliest,0,midnight at the earliest
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,0,youre not sure that im not trying to make xavier smoke because i dont want to smoke after being told i smoke too much
ham,K come to nordstrom when you're done,0,k come to nordstrom when youre done
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,0,do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleepsweet dreams
ham,Now press conference da:),0,now press conference da
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",1,hello from orange for months free access to games news and sport plus free texts and photo messages reply yes terms apply
ham,After completed degree. There is no use in joining finance.,0,after completed degree there is no use in joining finance
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",0,good afternoon my love any job prospects are you missing me what do you do are you being lazy and bleak hmmm or happy and filled with my love
ham,Shant disturb u anymore... Jia you...,0,shant disturb u anymore jia you
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,0,bishan lar nearer no need buy so early cos if buy now i gotta park my car
ham,"Me, i dont know again oh",0,me i dont know again oh
ham,Dude sux for snake. He got old and raiden got buff,0,dude sux for snake he got old and raiden got buff
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),0,he says hi and to get your ass back to south tampa preferably at a kegger
ham,In e msg jus now. U said thanks for gift.,0,in e msg jus now u said thanks for gift
ham,U too...,0,u too
ham,Ok how you dear. Did you call chechi,0,ok how you dear did you call chechi
ham,Yeah we do totes. When u wanna?,0,yeah we do totes when u wanna
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,0,ok i found dis pierre cardin one which looks normal costs its on sale
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),0,good sleep is about rhythm the person has to establish a rhythm that the body will learn and use if you want to know more
ham,Wat r u doing?,0,wat r u doing
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,0,message from i am at truro hospital on ext you can phone me here as i have a phone by my side
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",0,single line with a big meaning miss anything ur best life but dont miss ur best life for anything gud nyt
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",0,just got some gas money any chance you and the gang want to go on a grand nature adventure
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,0,dnt worryuse ice pieces in a cloth packalso take tablets
ham,Dude just saw a parked car with its sunroof popped up. Sux,0,dude just saw a parked car with its sunroof popped up sux
ham,Get ready to put on your excellent sub face :),0,get ready to put on your excellent sub face
ham,Tmrw. Im finishing 9 doors,0,tmrw im finishing doors
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",0,the ltgt g that i saw a few days ago the guy wants sell wifi only for ltgt and with g for ltgt thats why i blanked him
ham,I am late. I will be there at,0,i am late i will be there at
ham,"whatever, im pretty pissed off.",0,whatever im pretty pissed off
ham,I dont have that much image in class.,0,i dont have that much image in class
ham,No:-)i got rumour that you going to buy apartment in chennai:-),0,noi got rumour that you going to buy apartment in chennai
ham,Near kalainar tv office.thenampet,0,near kalainar tv officethenampet
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,1,ur cashbalance is currently pounds to maximize ur cashin now send go to only pmsg cc hgsuitelands rowwjhl
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,1,sms auction a brand new nokia is up auction today auction is free join take part txt nokia to now hgsuitelands rowwjhl
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,0,my sis is catching e show in e afternoon so im not watching w her so c u wan watch today or tmr lor
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",0,sounds gd haha can wah u yan jiu so fast liao
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,0,no to be nosy i guess idk am i over reacting if im freaked
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",0,remember all those whom i hurt during days of satanic imposter in meneed to pay a priceso be itmay destiny keep me going and as u said pray that i get the mind to get over the same
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,0,how to make a girl happy its not at all difficult to make girls happy u only need to be a friend companion lover chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt very clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam
ham,"Why is that, princess? I bet the brothas are all chasing you!",0,why is that princess i bet the brothas are all chasing you
ham,"I shall book chez jules for half eight, if that's ok with you?",0,i shall book chez jules for half eight if thats ok with you
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something,0,hhahhaahahah rofl wtf nig was leonardo in your room or something
ham,"Yep, at derek's house now, see you Sunday &lt;3",0,yep at dereks house now see you sunday lt
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",0,its cool let me know before it kicks off around ltgt ill be out and about all day
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,0,i was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here that ltgt dollars is years sent and that you know its a strain but i plan to pay back every dime he gives every dime so for me to expect anything from you is not practical something like that
ham,There are no other charges after transfer charges and you can withdraw anyhow you like,0,there are no other charges after transfer charges and you can withdraw anyhow you like
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",0,dont search love let love find u thats why its called falling in love bcoz u dont force yourself u just fall and u know there is smeone to hold u bslvyl
ham,At 4. Let's go to bill millers,0,at lets go to bill millers
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,0,i love you you set my soul on fire it is not just a spark but it is a flame a big rawring flame xoxo
