label,message,label_encoded,clean_message,tokens_text
ham,Was the farm open?,0,was the farm open,farm open
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",0,sorry to trouble u again can buy d for my dad again all big small sat n sun thanx,sorry trouble u buy dad big small sat n sun thanx
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola",0,my sister in law hope you are having a great month just saying hey abiola,sister law hope great month saying hey abiola
ham,Will purchase d stuff today and mail to you. Do you have a po box number?,0,will purchase d stuff today and mail to you do you have a po box number,purchase stuff today mail po box number
ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,0,ah poop looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ah poop looks like ill prob send laptop get fixed cuz gpu problem
ham,Good. Good job. I like entrepreneurs,0,good good job i like entrepreneurs,good good job like entrepreneurs
ham,"Aight, you close by or still down around alex's place?",0,aight you close by or still down around alexs place,aight close still around alexs place
ham,meet you in corporation st outside gap … you can see how my mind is working!,0,meet you in corporation st outside gap you can see how my mind is working,meet corporation st outside gap see mind working
ham,Mum ask ü to buy food home...,0,mum ask to buy food home,mum ask buy food home
ham,K..u also dont msg or reply to his msg..,0,ku also dont msg or reply to his msg,ku also dont msg reply msg
ham,How much r ü willing to pay?,0,how much r willing to pay,much r willing pay
ham,What is important is that you prevent dehydration by giving her enough fluids,0,what is important is that you prevent dehydration by giving her enough fluids,important prevent dehydration giving enough fluids
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",0,thats a bit weird even where is the do supposed to be happening but good idea sure they will be in pub,thats bit weird even supposed happening good idea sure pub
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,0,true deari sat to pray evening and felt soso i smsd you in some time,true deari sat pray evening felt soso smsd time
ham,"I don't think I can get away for a trek that long with family in town, sorry",0,i dont think i can get away for a trek that long with family in town sorry,dont think get away trek long family town sorry
ham,So when do you wanna gym harri,0,so when do you wanna gym harri,wanna gym harri
ham,Quite late lar... Ard 12 anyway i wun b drivin...,0,quite late lar ard anyway i wun b drivin,quite late lar ard anyway wun b drivin
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",1,to review and keep the fantastic nokia ngage game deck with club nokia go unsubscribe from alerts reply with the word out,review keep fantastic nokia ngage game deck club nokia go unsubscribe alerts reply word
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,1,mths half price orange line rental latest camera phones free had your phone mths call mobilesdirect free on to update now orstoptxt tcs,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update orstoptxt tcs
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",0,height of confidence all the aeronautics professors wer calld amp they wer askd sit in an aeroplane aftr they sat they wer told dat the plane ws made by their students dey all hurried out of d plane bt only didnt move he saidif it is made by my studentsthis wont even start datz confidence,height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt didnt move saidif made studentsthis wont even start datz confidence
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,0,it just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
spam,08714712388 between 10am-7pm Cost 10p,1,between ampm cost p,ampm cost p
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",0,save yourself the stress if the person has a dorm account just send your account details and the money will be sent to you,save stress person dorm account send account details money sent
ham,He also knows about lunch menu only da. . I know,0,he also knows about lunch menu only da i know,also knows lunch menu da know
ham,When i have stuff to sell i.ll tell you,0,when i have stuff to sell ill tell you,stuff sell ill tell
spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,1,urgent this is the nd attempt to contact uu have won call b tcsbcmwcnxx callcost ppm mobilesvary max,urgent nd attempt contact uu call b tcsbcmwcnxx callcost ppm mobilesvary max
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,0,book which lesson then you msg me i will call up after work or sth im going to get specs my membership is px,book lesson msg call work sth im going get specs membership px
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,1,you have won a guaranteed cash or a prize to claim yr prize call our customer service representative on between ampm,guaranteed cash prize claim yr prize call customer service representative ampm
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,0,macha dont feel upseti can assume your mindsetbelieve me one evening with me and i have some wonderful plans for both of uslet life begin againcall me anytime,macha dont feel upseti assume mindsetbelieve one evening wonderful plans uslet life begin againcall anytime
ham,Oh is it? Send me the address,0,oh is it send me the address,oh send address
ham,S'fine. Anytime. All the best with it.,0,sfine anytime all the best with it,sfine anytime best
ham,That is wondar full flim.,0,that is wondar full flim,wondar full flim
ham,Ya even those cookies have jelly on them,0,ya even those cookies have jelly on them,ya even cookies jelly
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",0,the world is running and i am stillmaybe all are feeling the sameso be itor i have to admiti am madthen where is the correctionor let me call this is lifeand keep running with the worldmay be u r also runninglets run,world running stillmaybe feeling sameso itor admiti madthen correctionor let call lifeand keep running worldmay u r also runninglets run
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!,0,got it it looks scrumptious daddy wants to eat you all night long,got looks scrumptious daddy wants eat night long
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,0,of cos can lar im not so ba dao ok pm lor y u never ask where we go ah i said u would ask on fri but he said u will ask today,cos lar im ba dao ok pm lor u never ask go ah said u would ask fri said u ask today
ham,"Alright omw, gotta change my order to a half8th",0,alright omw gotta change my order to a halfth,alright omw gotta change order halfth
ham,Exactly. Anyways how far. Is jide her to study or just visiting,0,exactly anyways how far is jide her to study or just visiting,exactly anyways far jide study visiting
ham,Dunno y u ask me.,0,dunno y u ask me,dunno u ask
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,1,email alertfrom jeri stewartsize kbsubject lowcost prescripiton drvgsto listen to email call,email alertfrom jeri stewartsize kbsubject lowcost prescripiton drvgsto listen email call
ham,No he didn't. Spring is coming early yay!,0,no he didnt spring is coming early yay,didnt spring coming early yay
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,0,lol you wont feel bad when i use her money to take you out to a steak dinner d,lol wont feel bad use money take steak dinner
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,0,even u dont get in trouble while convincingjust tel him once or twice and just tel neglect his msgs dont c and read itjust dont reply,even u dont get trouble convincingjust tel twice tel neglect msgs dont c read itjust dont reply
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,0,leaving to qatar tonite in search of an opportunityall went fastpls add me in ur prayers dearrakhesh,leaving qatar tonite search opportunityall went fastpls add ur prayers dearrakhesh
ham,Then why no one talking to me,0,then why no one talking to me,one talking
ham,Thanks for looking out for me. I really appreciate.,0,thanks for looking out for me i really appreciate,thanks looking really appreciate
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,hi customer loyalty offerthe new nokia mobile from only at txtauction txt word start to no get yours now tctxt tc pmtmsg,hi customer loyalty offerthe new nokia mobile txtauction txt word start get tctxt tc pmtmsg
ham,Wish i were with you now!,0,wish i were with you now,wish
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,0,haha mayb ure rite u know me well da feeling of being liked by someone is gd lor u faster go find one then all gals in our group attached liao,haha mayb ure rite u know well da feeling liked someone gd lor u faster go find one gals group attached liao
ham,Yes i will be there. Glad you made it.,0,yes i will be there glad you made it,yes glad made
ham,Do well :)all will for little time. Thing of good times ahead:,0,do well all will for little time thing of good times ahead,well little time thing good times ahead
ham,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,0,just got up have to be out of the room very soon i hadnt put the clocks back til at i shouted at everyone to get up and then realised it was wahay another hour in bed,got room soon hadnt put clocks back til shouted everyone get realised wahay another hour bed
ham,Ok. There may be a free gym about.,0,ok there may be a free gym about,ok may free gym
ham,Men like shorter ladies. Gaze up into his eyes.,0,men like shorter ladies gaze up into his eyes,men like shorter ladies gaze eyes
ham,Dunno he jus say go lido. Same time 930.,0,dunno he jus say go lido same time,dunno jus say go lido time
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",0,i promise to take good care of you princess i have to run now please send pics when you get a chance ttyl,promise take good care princess run please send pics get chance ttyl
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,1,u are subscribed to the best mobile content service in the uk for per days until you send stop to helpline,u subscribed best mobile content service uk per days send stop helpline
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,0,is there a reason weve not spoken this year anyways have a great week and all the best in your exam,reason weve spoken year anyways great week best exam
ham,By monday next week. Give me the full gist,0,by monday next week give me the full gist,monday next week give full gist
spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",1,do you realize that in about years well have thousands of old ladies running around with tattoos,realize years well thousands old ladies running around tattoos
spam,You have an important customer service announcement from PREMIER.,1,you have an important customer service announcement from premier,important customer service announcement premier
ham,Dont gimme that lip caveboy,0,dont gimme that lip caveboy,dont gimme lip caveboy
ham,When did you get to the library,0,when did you get to the library,get library
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,0,realy sorryi dont recognise this number and am now confused who r u please,realy sorryi dont recognise number confused r u please
ham,So why didnt you holla?,0,so why didnt you holla,didnt holla
ham,Cant think of anyone with * spare room off * top of my head,0,cant think of anyone with spare room off top of my head,cant think anyone spare room top head
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",0,faith makes things possiblehope makes things worklove makes things beautifulmay you have all three this christmasmerry christmas,faith makes things possiblehope makes things worklove makes things beautifulmay three christmasmerry christmas
ham,U should have made an appointment,0,u should have made an appointment,u made appointment
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",0,call me when youcarlos isare here my phones vibrate is acting up and i might not hear texts,call youcarlos isare phones vibrate acting might hear texts
spam,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",1,romantic paris nights flights from book now next year call tscs apply,romantic paris nights flights book next year call tscs apply
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",0,we are at grandmas oh dear u still ill i felt shit this morning but i think i am just hungover another night then we leave on sat,grandmas oh dear u still ill felt shit morning think hungover another night leave sat
spam,Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,1,urgent ur guaranteed award is still unclaimed call now closingdate claimcode mm pmmorefrommobilebremovedmobypoboxlsyf,urgent ur guaranteed award still unclaimed call closingdate claimcode mm pmmorefrommobilebremovedmobypoboxlsyf
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,0,nothing but we jus tot u would ask cos u ba gua but we went mt faber yest yest jus went out already mah so today not going out jus call lor,nothing jus tot u would ask cos u ba gua went mt faber yest yest jus went already mah today going jus call lor
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",0,wishing you and your family merry x mas and happy new year in advance,wishing family merry x mas happy new year advance
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,1,ur awarded a city break and could win a summer shopping spree every wk txt store to skilgme tscswinawkage perwksub,ur awarded city break could win summer shopping spree every wk txt store skilgme tscswinawkage perwksub
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",0,im nt goin got somethin on unless they meetin dinner lor haha i wonder who will go tis time,im nt goin got somethin unless meetin dinner lor haha wonder go tis time
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,0,lol i know theyre so dramatic schools already closed for tomorrow apparently we cant drive in the inch of snow were supposed to get,lol know theyre dramatic schools already closed tomorrow apparently cant drive inch snow supposed get
ham,Not getting anywhere with this damn job hunting over here!,0,not getting anywhere with this damn job hunting over here,getting anywhere damn job hunting
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,0,lol u drunkard just doing my hair at d moment yeah still up tonight wats the plan,lol u drunkard hair moment yeah still tonight wats plan
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row",0,idc get over here you are not weaseling your way out of this shit twice in a row,idc get weaseling way shit twice row
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space,0,i wil be there with in ltgt minutes got any space,wil ltgt minutes got space
ham,Thanks for picking up the trash.,0,thanks for picking up the trash,thanks picking trash
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,0,why dont you go tell your friend youre not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,dont go tell friend youre sure want live smokes much spend hours begging come smoke
ham,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx,0,hi its kate it was lovely to see you tonight and ill phone you tomorrow i got to sing and a guy gave me his card xxx,hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,0,happy new year my dear brother i really do miss you just got your number and decided to send you this text wishing you only happiness abiola,happy new year dear brother really miss got number decided send text wishing happiness abiola
ham,That means get the door,0,that means get the door,means get door
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",0,hmmm i thought we said hours slave not you are late how should i punish you,hmmm thought said hours slave late punish
ham,Beerage?,0,beerage,beerage
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,1,you have an important customer service announcement from premier call freephone now,important customer service announcement premier call freephone
ham,Dont think so. It turns off like randomlly within 5min of opening,0,dont think so it turns off like randomlly within min of opening,dont think turns like randomlly within min opening
ham,"She was supposed to be but couldn't make it, she's still in town though",0,she was supposed to be but couldnt make it shes still in town though,supposed couldnt make shes still town though
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,0,it does it on its own most of the time it fixes my spelling but sometimes it gets a completely diff word go figure,time fixes spelling sometimes gets completely diff word go figure
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),1,ever thought about living a good life with a perfect partner just txt back name and age to join the mobile community psms,ever thought living good life perfect partner txt back name age join mobile community psms
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",1,free top polyphonic tones call national rate get a toppoly tune sent every week just text subpoly to per pole unsub,free top polyphonic tones call national rate get toppoly tune sent every week text subpoly per pole unsub
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,0,this is hoping you enjoyed your game yesterday sorry ive not been in touch but pls know that you are fondly bein thot off have a great week abiola,hoping enjoyed game yesterday sorry ive touch pls know fondly bein thot great week abiola
ham,All e best 4 ur driving tmr :-),0,all e best ur driving tmr,e best ur driving tmr
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,0,ywhere u at dogbreath its just sounding like jan c thats al,ywhere u dogbreath sounding like jan c thats al
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,0,omg i want to scream i weighed myself and i lost more weight woohoo,omg want scream weighed lost weight woohoo
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,0,there generally isnt one its an uncountable noun u in the dictionary pieces of research,generally isnt one uncountable noun u dictionary pieces research
ham,it's really getting me down just hanging around.,0,its really getting me down just hanging around,really getting hanging around
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",1,orange customer you may now claim your free camera phone upgrade for your loyalty call now on offer ends thmarch tcs apply optout availa,orange customer may claim free camera phone upgrade loyalty call offer ends thmarch tcs apply optout availa
ham,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,0,petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic,petey boy whereare friendsare thekingshead come canlove nic
ham,Ok i msg u b4 i leave my house.,0,ok i msg u b i leave my house,ok msg u b leave house
ham,Gimme a few was  &lt;#&gt;  minutes ago,0,gimme a few was ltgt minutes ago,gimme ltgt minutes ago
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",1,last chance claim ur worth of discount vouchers today text shop to now savamob offers mobile t cs savamob pobox muz sub,last chance claim ur worth discount vouchers today text shop savamob offers mobile cs savamob pobox muz sub
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,0,appt is at lttimegt am not my fault u dont listen i told u twice,appt lttimegt fault u dont listen told u twice
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,1,free for st week no nokia tone ur mobile every week just txt nokia to get txting and tell ur mates pobox wwq normptone,free st week nokia tone ur mobile every week txt nokia get txting tell ur mates pobox wwq normptone
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,1,you have won a guaranteed award or even cashto claim ur award call free on stop getstop on php rg jx,guaranteed award even cashto claim ur award call free stop getstop php rg jx
ham,K I'll be there before 4.,0,k ill be there before,k ill
ham,I dled 3d its very imp,0,i dled d its very imp,dled imp
ham,"sure, but make sure he knows we ain't smokin yet",0,sure but make sure he knows we aint smokin yet,sure make sure knows aint smokin yet
ham,Boooo you always work. Just quit.,0,boooo you always work just quit,boooo always work quit
ham,I am taking half day leave bec i am not well,0,i am taking half day leave bec i am not well,taking half day leave bec well
ham,Ugh I don't wanna get out of bed. It's so warm.,0,ugh i dont wanna get out of bed its so warm,ugh dont wanna get bed warm
ham,S:)s.nervous  &lt;#&gt; :),0,ssnervous ltgt,ssnervous ltgt
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,0,so theres a ring that comes with the guys costumes its there so they can gift their future yowifes hint hint,theres ring comes guys costumes gift future yowifes hint hint
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,congratulations ur awarded either of cd gift vouchers free entry our weekly draw txt music to tncs,congratulations ur awarded either cd gift vouchers free entry weekly draw txt music tncs
ham,I borrow ur bag ok.,0,i borrow ur bag ok,borrow ur bag ok
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",1,u were outbid by simonwatson on the shinco dvd plyr bid again visit sms acsmsrewards end bid notifications reply end out,u outbid simonwatson shinco dvd plyr bid visit sms acsmsrewards end bid notifications reply end
ham,Where's my boytoy? I miss you ... What happened?,0,wheres my boytoy i miss you what happened,wheres boytoy miss happened
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",0,he has lots of used ones babe but the model doesnt help youi have to bring it over and hell match it up,lots used ones babe model doesnt help youi bring hell match
ham,Also are you bringing galileo or dobby,0,also are you bringing galileo or dobby,also bringing galileo dobby
ham,Then why you not responding,0,then why you not responding,responding
ham,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,0,boo babe u enjoyin yourjob u seemed b gettin on well hunnyhope ure oktake care illspeak u soonlots of loveme xxxx,boo babe u enjoyin yourjob u seemed b gettin well hunnyhope ure oktake care illspeak u soonlots loveme xxxx
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,0,good afternoon starshine hows my boytoy does he crave me yet ache to fuck me sips cappuccino i miss you babe teasing kiss,good afternoon starshine hows boytoy crave yet ache fuck sips cappuccino miss babe teasing kiss
ham,On the road so cant txt,0,on the road so cant txt,road cant txt
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",1,smsservices for yourinclusive text credits pls goto login qxj unsubscribe with stop no extra charge help comuk cm ae,smsservices yourinclusive text credits pls goto login qxj unsubscribe stop extra charge help comuk cm ae
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1,p alfie moons children in need song on ur mob tell ur ms txt tone charity to for nokias or poly charity for polys zed profit charity,p alfie moons children need song ur mob tell ur ms txt tone charity nokias poly charity polys zed profit charity
ham,Hmm .. Bits and pieces lol ... *sighs* ...,0,hmm bits and pieces lol sighs,hmm bits pieces lol sighs
ham,Hahaha..use your brain dear,0,hahahause your brain dear,hahahause brain dear
ham,Hey. You got any mail?,0,hey you got any mail,hey got mail
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",0,sorry light turned green i meant another friend wanted ltgt worth but he may not be around,sorry light turned green meant another friend wanted ltgt worth may around
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,0,thanks for yesterday sir you have been wonderful hope you enjoyed the burial mojibiola,thanks yesterday sir wonderful hope enjoyed burial mojibiola
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,1,u have a secret admirer reveal who thinks u r so special call to opt out reply reveal stop per msg recd cust care,u secret admirer reveal thinks u r special call opt reply reveal stop per msg recd cust care
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,0,hi mate its rv did u hav a nice hol just a message say hello coz havent sent u in ages started driving so stay off roadsrvx,hi mate rv u hav nice hol message say hello coz havent sent u ages started driving stay roadsrvx
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",1,dear voucher holder to claim this weeks offer at you pc please go to tscs apply to stop texts txt stop to,dear voucher holder claim weeks offer pc please go tscs apply stop texts txt stop
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",0,thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good weve given you ultimatum oh we are countin down to aburo enjoy this is the message i sent days ago,thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy message sent days ago
ham,Surely result will offer:),0,surely result will offer,surely result offer
ham,Good Morning my Dear........... Have a great &amp; successful day.,0,good morning my dear have a great amp successful day,good morning dear great amp successful day
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,1,do you want anytime any network mins text and a new video phone for only five pounds per week call or reply for delivery tomorrow,want anytime network mins text new video phone five pounds per week call reply delivery tomorrow
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",0,sir i have been late in paying rent for the past few months and had to pay a ltgt charge i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and thats why i didnt speak up i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of months end can you please help thanks,sir late paying rent past months pay ltgt charge felt would inconsiderate nag something give great cost thats didnt speak however recession wont able pay charge month hence askin well ahead months end please help thanks
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,1,we tried to contact you re our offer of new video phone anytime any network mins half price rental camcorder call or reply for delivery wed,tried contact offer new video phone anytime network mins half price rental camcorder call reply delivery wed
spam,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,1,last chance claim ur worth of discount voucherstext yes to nowsavamobmember offers mobile t cs sub remove txt x or stop,last chance claim ur worth discount voucherstext yes nowsavamobmember offers mobile cs sub remove txt x stop
ham,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,0,i luv u soo much u dont understand how special u r me ring u morrow luv u xxx,luv u soo much u dont understand special u r ring u morrow luv u xxx
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",0,pls send me a comprehensive mail about who im paying when and how much,pls send comprehensive mail im paying much
ham,Our Prashanthettan's mother passed away last night. pray for her and family.,0,our prashanthettans mother passed away last night pray for her and family,prashanthettans mother passed away last night pray family
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",1,urgent call from your landline your complimentary ibiza holiday or cash await collection sae tcs po box sk wp ppm,urgent call landline complimentary ibiza holiday cash await collection sae tcs po box sk wp ppm
ham,K.k:)when are you going?,0,kkwhen are you going,kkwhen going
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,0,meanwhile in the shit suite xavier decided to give us ltgt seconds of warning that samantha was coming over and is playing jays guitar to impress her or some shit also i dont think doug realizes i dont live here anymore,meanwhile shit suite xavier decided give us ltgt seconds warning samantha coming playing jays guitar impress shit also dont think doug realizes dont live anymore
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,0,my stomach has been thru so much trauma i swear i just cant eat i better lose weight,stomach thru much trauma swear cant eat better lose weight
ham,I am in office:)whats the matter..msg me now.i will call you at break:).,0,i am in officewhats the mattermsg me nowi will call you at break,officewhats mattermsg nowi call break
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",0,yeah theres barely enough room for the two of us x has too many fucking shoes sorry man see you later,yeah theres barely enough room two us x many fucking shoes sorry man see later
ham,U reach orchard already? U wan 2 go buy tickets first?,0,u reach orchard already u wan go buy tickets first,u reach orchard already u wan go buy tickets first
